"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
0.0718219327448016,0.277880279421501,0.0608453404408883,0.421745747120523,0.30154189603329,-0.32568735814662,-0.132161500834438,0.0967427991786729,0.129665252130686,0.262533056793893,0.0913424369635538,0.0371431058517609,0.145789887924353,0.206597988880231,-1.01624190932622,-0.542815543112033,0.454069499478862,-0.388817080058639,-0.181378032779785,-0.207271682875254
0.131749782208385,0.22456078593512,0.023565687315875,0.484776009016281,0.269464055196744,-0.43924492389337,-0.151414805556336,0.116240079798446,0.166336044557519,0.252595926431946,0.180037987001245,0.142292484485593,0.202775082556634,0.31005777594079,-0.963976606888878,-0.536241290297476,0.413605439873613,-0.253226406138163,0.0552528738735231,-0.120877475887593
-0.0443186156313213,0.1197422791776,0.125163295232388,0.531857215559524,0.264611230105412,-0.498238900766772,-0.15879838042382,0.0269277624388692,0.303980043795164,0.307119401947164,0.197048641003957,0.0941748635311964,0.247492320669916,0.212495758878385,-0.754525200792315,-0.524903033643038,0.34299806325231,-0.108252616806792,0.0708498018011275,-0.116675565820277
-0.157286016958692,0.115195639269796,0.0696588675408933,0.449893770498522,0.294890049421576,-0.699660404343174,-0.204432921614775,-0.0490352076376183,0.22952844775504,0.186785729706968,0.284194237913135,-0.136517524068189,0.240216521180928,0.161692950240256,-0.793543116474832,-0.573622357515303,0.160876361597347,-0.0209543991113932,-0.0930128468891135,0.00861258409153084
0.0751338582555229,-0.0035369115664543,-0.220453571665494,0.387282729167307,0.32570185065064,-0.681333279004134,-0.187233809688864,0.0580224595975257,0.168140371482754,0.134982893106871,0.381886568457995,-0.0135473070731662,0.311101351428522,0.0794986202997553,-0.748782940023871,-0.511989783853014,0.217318973720868,0.0140160095769636,-0.0266870899263858,-0.0622773679416212
-0.00945487105995187,-0.0593987739719584,-0.335362019469578,0.428523822159389,0.206141371209294,-0.735255362989188,-0.105467895275898,0.141406408831006,0.072836770323134,0.225242479603658,0.345127892041408,-0.0554995922251762,0.211939340583299,0.285972313183187,-0.837506069919097,-0.429364796448963,0.355750277864248,0.036904644263188,-0.0948257585240997,-0.124341575471465
0.00127171278387118,-0.11459904423346,-0.282095353231672,0.496576227388053,0.167368705582946,-0.800993358086436,-0.193650888932947,0.234534034016529,-0.0165093089387949,0.128389038577112,0.274171516857741,0.14049816300604,0.167587328378461,0.384862986542647,-0.89263618210501,-0.444747706642049,0.215499611717574,0.0311387863088594,-0.182705374402178,-0.0908055315431848
0.06098681893153,-0.130925836925412,-0.239975734485805,0.577961373225686,0.189288484463221,-0.783677686134279,-0.357562947396417,0.306897439237351,-0.100839307255928,-0.0200807328244065,0.256605834319351,0.1546243301398,0.0519945898353216,0.386750364293559,-0.908771927546177,-0.558850272091921,0.274692358607835,-0.0253279968536361,-0.176243755908034,-0.075220205752241
0.139078541714295,-0.0826245666200299,-0.178078690496265,0.550369055498072,0.149024225848899,-0.706031130062332,-0.3748135882191,0.276519130479659,-0.184106764457727,0.0983799565460776,0.359358532936187,0.134527491209791,0.0147525790242529,0.449004449756348,-0.85415443450148,-0.74166322185765,0.25232833984391,-0.0881547874447398,-0.0452305024435272,0.00377424737639784
0.199255785099557,0.00300344495236827,0.149843683076957,0.490830075832768,0.169211409373848,-0.566231182741948,-0.436854899496308,0.345096923799807,-0.131321404300128,0.196993143920025,0.398336038508582,0.2044582831983,-0.00867885102665472,0.464121705882394,-0.924350646205951,-0.712596076957426,0.387147240807811,-0.0832988697179464,-0.14053786770626,0.0101326980493518
